-0,4096
-0,557
-0,4096
-0,4096
-0,4096
-0,2622
0,0326
0,18
0,3274
0,3274
0,18
0,18
-0,1148
-0,4096
-0,4096
-0,4096
-0,2622
-0,557
-0,7044
-0,557
-0,4096
0,18
0,3274
0,18
0,18
0,3274
0,3274
0,3274
0,0326
-0,557
-0,7044
-0,7044
-0,7044
-0,4096
-0,2622
-0,4096
-0,2622
-0,2622
-0,4096
-0,557
-0,557
-0,2622
-0,1148
-0,557
-0,8518
-0,8518
-0,557
-0,4096
-0,1148
-0,1148
-0,2622
-0,7044
-0,8518
-0,8518
-0,4096
-0,7044
-0,8518
-0,7044
-0,8518
-0,7044
-0,7044
-0,4096
-0,557
-0,7044
-0,8518
-0,8518
-0,8518
-0,9992
-0,9992
-0,8518
-0,8518
-0,557
-0,4096
-0,4096
-0,557
-0,7044
-0,8518
-0,557
-0,557
-0,7044
-0,9992
-0,9992
-0,8518
-0,9992
-1,1466
-0,9992
-0,9992
-0,8518
-0,7044
-0,557
-0,557
-0,8518
-1,1466
-0,8518
-1,1466
-1,294
-1,294
-1,1466
-1,294
-0,9992
-1,1466
-1,1466
-1,294
-1,1466
-1,1466
-1,294
-1,294
-1,5888
-1,5888
-1,5888
-1,5888
-2,031
-2,1784
-2,031
-2,031
-1,8836
-1,7362
-1,4414
-1,1466
-1,5888
-2,031
-2,3258
-2,4732
-2,4732
-2,4732
-2,4732
-2,3258
-2,4732
-2,3258
-2,3258
-2,3258
-2,4732
-2,768
-2,9154
-2,9154
-2,768
-2,4732
-2,1784
-1,8836
-1,7362
-2,031
-2,3258
-2,3258
-2,031
-2,031
-2,1784
-2,031
-2,3258
-2,768
-2,768
-2,768
-2,6206
-1,8836
-1,8836
-2,031
-2,031
-2,031
-1,8836
-1,7362
-1,8836
-1,8836
-1,8836
-1,8836
-1,8836
-2,031
-2,031
-2,031
-2,031
-1,7362
-2,031
-2,031
-2,031
-2,1784
-2,031
-2,1784
-1,8836
-1,8836
-1,7362
-1,7362
-1,7362
-1,5888
-1,7362
-1,8836
-1,8836
-2,1784
-2,031
-1,8836
-1,8836
-1,7362
-1,7362
-1,294
-1,1466
-0,9992
-1,1466
-1,294
-1,294
-1,1466
-1,294
-1,1466
-1,1466
-1,294
-1,4414
-1,5888
-1,7362
-1,7362
-1,4414
-1,294
-0,9992
-0,9992
-1,1466
-1,4414
-1,4414
-1,4414
-1,5888
-1,7362
-1,294
-1,1466
-0,9992
-0,7044
-1,1466
-0,9992
-0,9992
-0,9992
-0,9992
-1,1466
-1,4414
-1,4414
-1,4414
-1,294
-0,9992
-1,1466
-1,1466
-1,4414
-1,4414
-1,4414
-1,7362
-1,7362
-1,7362
-1,7362
-1,8836
-2,3258
-2,4732
-2,6206
-2,768
-2,4732
-2,031
-1,8836
-1,5888
-1,294
-1,7362
-2,1784
-2,4732
-2,9154
-2,768
-2,6206
-2,6206
-2,4732
-2,1784
-1,8836
-1,4414
-1,1466
-1,4414
-2,031
-2,1784
-2,031
-2,1784
-2,3258
-2,031
-1,7362
-1,5888
-1,4414
-0,8518
-0,7044
-0,7044
-0,557
-0,4096
-0,1148
0,18
0,4748
0,4748
0,3274
0,6222
1,0644
1,5066
2,0962
2,391
2,6858
2,5384
2,2436
2,2436
2,0962
2,0962
2,391
2,6858
2,8332
2,9806
2,5384
2,5384
2,5384
2,391
2,391
2,2436
2,391
2,6858
2,391
1,8014
1,5066
1,5066
1,654
1,9488
1,654
1,3592
1,8014
1,9488
1,8014
1,5066
1,2118
0,917
0,7696
0,6222
0,4748
0,4748
0,6222
0,3274
-0,1148
-0,1148
0,0326
0,3274
1,2118
1,9488
2,5384
2,9806
2,8332
2,6858
2,391
1,9488
1,8014
1,0644
